REL_H_M,PROM_HNV,P3HLI_HE,P5_HLI_HE,GRAPROES,GRAPROES_F,GRAPROES_M,PROM_OCUP,PRO_OCUP_C,ic_ali,NOM_ENT
105.29,3.95,22,22,6.02,5.58,6.47,3.25,0.99,6.0,Oaxaca
93.39,2.46,2157,2122,5.91,5.75,6.08,3.97,1.29,39.9,Oaxaca
91.76,2.72,16027,15571,6.91,6.79,7.04,4.1,1.47,19.4,Oaxaca
73.39,2.2,1366,1334,5.12,4.81,5.59,3.87,1.21,35.0,Oaxaca
92.55,2.99,4985,4874,5.64,5.19,6.16,3.63,1.37,25.1,Oaxaca
88.06,2.97,33,33,5.65,5.3,6.08,3.49,1.15,15.8,Oaxaca
84.91,2.94,1045,1023,5.24,4.92,5.65,4.01,1.35,19.0,Oaxaca
88.01,3.07,40,39,6.43,6.33,6.54,3.49,1.03,68.2,Oaxaca
87.97,2.86,22,22,8.2,7.83,8.65,2.91,0.88,30.1,Oaxaca
83.51,3.17,1774,1713,5.96,4.96,7.3,4.45,1.41,44.2,Oaxaca
81.72,2.97,13,12,6.63,6.41,6.89,3.2,0.91,11.1,Oaxaca
88.94,3.89,6851,6722,3.48,3.16,3.86,5.36,1.51,28.8,Oaxaca
87.56,2.14,25,25,8.51,8.34,8.72,4.15,1.2,33.9,Oaxaca
92.56,2.65,1064,1060,7.66,7.63,7.7,3.74,1.19,19.6,Oaxaca
100.61,3.56,16,16,6.13,5.97,6.29,3.65,0.99,5.6,Oaxaca
90.42,2.71,11,11,7.47,7.15,7.83,3.94,1.21,36.7,Oaxaca
94.59,2.98,412,403,5.96,5.56,6.43,3.39,1.08,33.6,Oaxaca
95.73,2.59,21,21,7.93,7.7,8.2,3.25,1.08,34.7,Oaxaca
86.37,3.43,8,8,5.05,4.94,5.18,4.03,1.29,36.6,Oaxaca
88.61,2.7,1691,1654,6.95,6.39,7.63,3.67,1.32,17.8,Oaxaca
103.12,3.1,160,160,5.48,5.17,5.77,3.15,1.19,28.3,Oaxaca
96.03,2.51,80,80,6.66,6.45,6.88,3.78,1.21,17.3,Oaxaca
89.19,3.13,29,29,6.1,5.81,6.45,3.92,1.29,35.6,Oaxaca
94.07,3.01,11,11,7.08,6.78,7.37,3.37,1.02,23.3,Oaxaca
89.09,2.57,2152,2133,6.97,6.79,7.18,3.92,1.37,33.0,Oaxaca
101.8,3.45,42,41,6.25,5.95,6.55,3.44,1.39,27.4,Oaxaca
100.14,2.84,11993,11635,6.59,6.12,7.08,4.0,2.07,39.4,Oaxaca
91.97,2.62,790,769,5.16,4.85,5.53,3.19,0.92,23.5,Oaxaca
100.57,3.35,13,13,6.91,6.7,7.15,2.78,0.97,39.4,Oaxaca
93.15,3.82,962,952,4.03,3.74,4.34,4.06,1.33,6.7,Oaxaca
83.65,2.93,1802,1730,5.86,5.25,6.62,3.83,1.02,27.5,Oaxaca
93.15,3.44,782,780,6.04,5.98,6.12,4.38,1.37,29.8,Oaxaca
91.31,2.93,125,124,7.1,7.11,7.08,3.4,0.94,46.6,Oaxaca
81.05,3.32,1421,1407,6.51,6.08,7.1,3.31,1.08,15.5,Oaxaca
103.61,3.05,2019,2000,6.31,5.97,6.64,3.32,1.14,9.1,Oaxaca
84.58,3.33,380,380,5.37,5.2,5.56,3.69,1.28,18.4,Oaxaca
87.44,2.66,38,37,7.22,7.07,7.41,3.74,1.17,20.6,Oaxaca
88.36,3.83,403,402,6.12,5.79,6.53,3.16,1.16,49.0,Oaxaca
98.14,2.55,2483,2418,5.86,5.41,6.35,5.04,1.71,60.5,Oaxaca
78.94,2.88,4533,4384,5.55,5.41,5.76,5.09,1.25,10.0,Oaxaca
91.28,3.18,799,790,6.54,6.34,6.78,4.31,1.53,31.5,Oaxaca
91.91,2.91,732,715,6.83,6.38,7.36,3.63,1.26,43.8,Oaxaca
93.98,2.53,5014,4875,5.13,4.83,5.44,3.55,1.09,18.7,Oaxaca
109.39,3.34,360,360,3.63,3.66,3.61,3.16,1.19,17.6,Oaxaca
92.74,2.72,20824,20347,7.0,6.82,7.2,3.7,1.26,19.4,Oaxaca
91.51,2.26,1510,1504,6.98,6.79,7.2,4.36,1.3,57.7,Oaxaca
99.35,2.95,16,16,7.41,7.1,7.73,2.61,0.83,8.7,Oaxaca
104.7,3.39,21,21,6.96,6.64,7.25,2.89,0.84,7.9,Oaxaca
90.51,3.08,3,3,6.76,6.72,6.8,3.28,1.03,11.3,Oaxaca
81.98,3.04,2464,2397,4.32,3.91,4.85,4.56,1.57,32.4,Oaxaca
94.9,2.59,725,723,7.54,7.52,7.57,3.6,1.38,20.0,Oaxaca
85.85,2.97,350,350,6.08,5.91,6.28,3.4,1.07,25.9,Oaxaca
77.46,3.24,33,33,6.92,6.32,7.71,2.98,0.79,22.1,Oaxaca
86.9,2.35,500,488,6.76,6.3,7.29,3.28,1.43,34.0,Oaxaca
99.65,2.73,407,403,6.34,6.11,6.58,3.59,1.37,9.4,Oaxaca
99.19,2.45,162,161,7.1,7.38,6.84,3.22,0.95,52.5,Oaxaca
87.11,2.65,1994,1986,9.04,8.27,9.97,3.2,0.97,17.9,Oaxaca
91.48,2.78,4,4,5.54,5.23,5.92,3.25,1.07,42.3,Oaxaca
91.73,3.08,1,1,6.61,6.61,6.61,3.88,1.01,17.8,Oaxaca
95.73,3.0,61,61,6.65,6.42,6.91,3.91,1.19,14.1,Oaxaca
90.66,2.89,121,121,7.21,6.93,7.53,4.29,1.4,10.0,Oaxaca
88.44,1.68,751,747,11.55,11.46,11.65,3.38,0.9,15.2,Oaxaca
89.27,2.15,148,148,9.81,9.67,9.97,3.7,0.93,15.8,Oaxaca
89.09,2.27,174,173,9.09,8.94,9.26,3.73,1.03,15.5,Oaxaca
100.21,3.39,585,584,6.89,6.55,7.25,3.09,0.91,27.2,Oaxaca
86.64,2.66,2233,2162,6.76,6.11,7.56,4.45,1.4,17.3,Oaxaca
92.42,2.21,3780,3769,7.39,7.12,7.68,3.75,1.11,11.3,Oaxaca
93.3,2.58,825,810,6.63,6.48,6.79,3.48,1.24,44.5,Oaxaca
86.71,2.62,4186,4104,6.85,6.69,7.04,3.51,1.31,20.0,Oaxaca
88.19,2.34,36,36,7.76,7.29,8.34,3.51,1.03,26.3,Oaxaca
86.39,2.82,2732,2647,6.04,6.03,6.05,4.07,1.48,18.5,Oaxaca
84.47,2.85,777,764,7.09,6.76,7.51,2.99,1.08,3.8,Oaxaca
91.05,2.23,1779,1777,10.75,10.28,11.28,3.02,0.95,30.4,Oaxaca
87.43,3.54,52,52,6.45,6.34,6.58,3.1,1.09,41.8,Oaxaca
97.34,2.79,1500,1483,7.55,7.23,7.89,3.13,1.24,28.3,Oaxaca
96.38,2.3,1362,1356,8.22,7.61,8.9,3.81,1.67,46.6,Oaxaca
92.28,3.07,6894,6689,6.1,5.77,6.47,3.57,1.63,52.3,Oaxaca
95.75,2.08,2259,2238,8.31,8.2,8.43,3.93,1.28,23.7,Oaxaca
91.67,4.98,340,331,5.66,4.66,6.69,3.0,1.25,3.9,Oaxaca
87.76,3.22,8168,7904,6.84,6.69,7.03,4.19,1.45,54.9,Oaxaca
87.66,3.41,410,409,5.84,5.49,6.25,2.7,0.93,23.1,Oaxaca
92.22,2.41,30,29,7.13,6.99,7.29,3.56,1.1,8.7,Oaxaca
93.16,2.12,1807,1801,8.7,8.54,8.88,3.57,1.27,27.2,Oaxaca
92.86,2.58,844,817,6.77,6.47,7.13,3.03,1.17,52.0,Oaxaca
92.37,2.81,417,414,7.53,7.09,8.08,3.12,0.93,23.0,Oaxaca
84.01,2.59,821,820,6.64,6.45,6.89,3.87,1.33,22.0,Oaxaca
88.27,3.05,170,164,8.16,8.46,7.82,3.31,1.14,17.0,Oaxaca
91.03,3.16,16,16,7.39,7.09,7.75,2.92,0.96,20.8,Oaxaca
91.09,3.92,1,1,6.2,5.78,6.65,3.74,1.09,55.0,Oaxaca
79.45,3.16,553,542,4.91,4.62,5.3,3.21,1.26,36.0,Oaxaca
99.01,2.8,1805,1762,6.77,6.4,7.14,4.32,1.32,13.7,Oaxaca
95.28,2.45,3288,3263,7.79,7.53,8.08,3.79,1.4,23.9,Oaxaca
94.02,2.71,8937,8761,5.66,5.4,5.93,3.8,1.47,24.6,Oaxaca
93.27,3.36,3663,3582,5.81,5.47,6.18,4.17,1.28,58.6,Oaxaca
96.81,2.6,557,553,7.15,7.07,7.24,3.39,1.19,36.6,Oaxaca
92.13,2.06,0,0,6.21,6.02,6.41,4.01,1.64,25.8,Oaxaca
99.48,3.29,20,20,6.88,6.59,7.18,3.27,1.13,43.6,Oaxaca
95.63,2.75,778,775,6.43,6.32,6.55,3.67,1.22,50.2,Oaxaca
84.93,3.14,348,348,6.09,5.65,6.58,2.84,0.91,38.6,Oaxaca
96.32,3.07,7,7,6.74,6.53,6.97,2.85,0.89,12.3,Oaxaca
98.79,2.4,296,294,7.72,7.43,8.04,3.4,1.01,14.7,Oaxaca
93.1,2.47,780,760,6.82,6.57,7.1,3.44,1.1,35.7,Oaxaca
82.58,3.09,1,1,7.64,7.68,7.59,3.3,1.04,3.0,Oaxaca
93.28,3.56,1323,1307,5.79,5.2,6.45,3.41,0.87,9.2,Oaxaca
94.08,2.82,2910,2861,5.34,4.98,5.74,4.66,1.57,21.8,Oaxaca
82.16,2.87,3569,3486,5.34,5.02,5.76,3.38,1.03,17.3,Oaxaca
89.34,2.31,119,118,9.24,9.24,9.23,3.54,1.01,14.8,Oaxaca
84.48,3.18,275,275,6.93,6.46,7.5,2.8,0.93,25.4,Oaxaca
87.79,1.72,234,233,11.07,10.91,11.28,3.18,0.96,18.8,Oaxaca
90.2,2.53,468,465,7.54,7.53,7.56,3.52,1.07,14.5,Oaxaca
93.72,2.69,30,30,6.57,6.35,6.82,3.48,1.18,21.2,Oaxaca
94.43,2.88,290,288,7.53,7.45,7.61,3.45,1.2,45.5,Oaxaca
84.01,2.95,699,699,6.26,6.01,6.57,3.19,1.05,29.8,Oaxaca
99.9,2.33,344,341,7.2,6.93,7.47,4.14,1.32,59.7,Oaxaca
91.27,2.99,1953,1937,6.34,6.11,6.61,3.56,1.15,23.9,Oaxaca
85.19,2.6,486,485,7.11,6.81,7.47,3.43,0.95,30.8,Oaxaca
84.02,1.54,869,868,12.58,12.37,12.83,3.35,0.8,18.1,Oaxaca
90.74,2.93,22,22,5.55,5.18,5.98,3.34,1.01,7.4,Oaxaca
99.92,3.15,2988,2925,4.08,3.49,4.67,8.29,2.28,23.0,Oaxaca
85.33,3.23,2335,2290,5.23,4.91,5.63,4.15,1.45,58.3,Oaxaca
82.63,3.04,2602,2516,6.44,6.1,6.88,4.49,1.37,28.2,Oaxaca
88.66,2.5,4,4,7.18,7.12,7.24,2.97,0.9,38.4,Oaxaca
97.54,2.7,14,14,6.52,6.34,6.71,3.87,1.02,49.3,Oaxaca
99.58,3.65,325,318,5.1,4.42,5.79,3.36,1.12,16.6,Oaxaca
100.88,2.94,278,278,5.55,5.47,5.62,2.92,1.08,37.6,Oaxaca
93.17,2.89,14,14,6.97,7.1,6.83,3.15,1.18,33.5,Oaxaca
89.55,2.84,13,13,6.49,6.54,6.42,3.18,1.0,12.3,Oaxaca
78.93,3.54,547,536,5.41,5.1,5.81,2.72,0.66,27.6,Oaxaca
87.96,2.6,938,938,7.09,6.81,7.43,3.4,1.14,20.0,Oaxaca
97.55,2.71,1397,1384,6.69,6.44,6.95,3.61,1.11,5.2,Oaxaca
79.74,2.93,749,724,5.74,5.48,6.09,3.27,1.13,11.7,Oaxaca
82.32,2.6,204,203,6.72,6.44,7.08,3.44,0.9,22.3,Oaxaca
89.31,2.4,111,111,7.68,7.75,7.59,3.47,1.09,5.3,Oaxaca
92.85,2.4,4795,4648,6.79,6.59,7.01,4.32,1.36,32.7,Oaxaca
84.49,3.07,413,412,7.54,7.37,7.74,2.84,0.94,51.3,Oaxaca
88.8,3.32,274,274,5.91,5.8,6.03,4.08,1.37,12.9,Oaxaca
95.48,2.76,3346,3263,6.38,6.35,6.41,3.99,1.38,22.3,Oaxaca
98.94,2.51,17,17,7.32,7.22,7.42,3.75,1.17,22.7,Oaxaca
95.11,2.49,30,29,7.93,7.76,8.11,3.34,0.95,26.0,Oaxaca
102.67,3.41,337,335,6.81,6.57,7.07,3.56,1.18,10.4,Oaxaca
91.33,2.78,62,62,9.03,8.81,9.29,3.18,0.88,42.1,Oaxaca
76.7,2.98,530,528,7.05,6.31,8.02,2.76,0.98,31.9,Oaxaca
81.52,3.21,881,874,5.57,4.83,6.53,2.74,0.89,9.5,Oaxaca
99.5,3.34,2,2,6.8,6.85,6.76,3.17,1.23,8.7,Oaxaca
88.65,2.86,1162,1131,6.33,5.84,6.88,3.9,1.55,38.4,Oaxaca
88.3,1.69,1955,1938,10.7,10.57,10.86,3.68,1.03,35.6,Oaxaca
91.2,3.1,1045,1037,7.18,6.84,7.57,3.62,1.29,39.0,Oaxaca
92.95,2.86,824,798,7.36,7.13,7.61,3.84,1.18,14.7,Oaxaca
81.71,2.84,2161,2124,7.19,6.79,7.73,3.72,1.19,33.1,Oaxaca
95.3,2.44,540,540,7.28,7.12,7.46,3.48,1.09,29.9,Oaxaca
89.43,3.22,4,4,7.04,7.0,7.08,3.72,0.98,34.0,Oaxaca
90.34,2.84,357,357,7.02,6.68,7.41,3.33,1.19,39.9,Oaxaca
97.02,2.69,3,3,7.79,7.72,7.87,3.36,1.06,14.9,Oaxaca
90.77,2.79,2602,2587,5.46,5.21,5.74,4.22,1.12,32.0,Oaxaca
88.07,1.75,8821,8769,10.87,10.72,11.06,3.65,1.0,19.9,Oaxaca
93.97,2.89,10193,9846,5.8,5.57,6.04,4.25,1.44,23.6,Oaxaca
87.18,3.31,6,6,5.99,5.94,6.05,3.65,1.03,3.6,Oaxaca
92.09,2.5,15,15,7.34,7.36,7.32,3.45,1.01,13.5,Oaxaca
86.83,2.48,822,796,5.07,4.59,5.7,3.93,1.11,64.3,Oaxaca
91.32,3.84,489,489,6.49,6.24,6.79,2.93,0.96,44.4,Oaxaca
97.96,3.0,25,25,6.38,6.01,6.78,4.37,1.44,20.9,Oaxaca
95.31,2.7,2443,2393,4.59,4.19,5.05,4.1,1.68,8.1,Oaxaca
92.5,3.3,3213,3185,6.56,6.12,7.07,3.42,1.23,17.9,Oaxaca
89.51,2.25,2982,2950,5.96,5.42,6.61,4.06,1.41,59.4,Oaxaca
92.29,1.67,5740,5707,11.45,11.3,11.62,3.46,0.93,20.3,Oaxaca
102.5,3.16,1,1,7.84,7.22,8.5,2.7,0.7,18.5,Oaxaca
93.76,2.47,2230,2163,7.37,7.15,7.61,3.39,0.96,15.8,Oaxaca
83.24,4.42,1111,1102,4.88,4.07,5.92,3.12,1.06,29.4,Oaxaca
90.78,1.75,4904,4879,10.43,10.25,10.64,3.69,1.06,37.8,Oaxaca
92.04,3.03,7,7,6.94,6.91,6.97,3.23,1.01,53.0,Oaxaca
93.15,2.6,13,13,8.22,8.19,8.26,3.08,0.91,13.9,Oaxaca
93.48,2.93,14537,14112,5.24,5.11,5.38,3.81,1.42,13.0,Oaxaca
100.04,3.02,2636,2600,5.83,5.6,6.07,3.63,1.24,17.4,Oaxaca
95.91,2.34,1913,1887,8.12,7.88,8.38,3.82,1.39,40.7,Oaxaca
94.35,3.14,46,46,7.08,6.85,7.31,3.27,1.34,33.6,Oaxaca
89.16,1.75,270,269,9.71,9.52,9.93,3.48,1.09,20.6,Oaxaca
102.97,3.06,1213,1202,7.42,7.43,7.42,3.76,1.07,6.4,Oaxaca
89.56,2.16,129,129,8.36,8.35,8.38,3.62,1.03,19.8,Oaxaca
95.69,3.01,761,761,6.34,6.04,6.67,3.51,1.41,17.9,Oaxaca
95.56,1.95,2178,2171,9.17,9.0,9.34,3.34,1.27,49.4,Oaxaca
96.48,2.77,3014,2995,7.03,7.15,6.91,3.35,1.15,16.6,Oaxaca
89.36,3.34,686,680,6.27,6.15,6.42,3.78,1.15,41.9,Oaxaca
94.51,3.31,24,24,6.01,5.76,6.29,2.83,0.9,40.8,Oaxaca
90.07,2.63,4968,4849,6.98,6.9,7.06,3.7,1.06,34.9,Oaxaca
93.17,2.48,468,467,8.66,8.43,8.93,3.26,1.1,62.4,Oaxaca
88.54,2.47,263,259,8.14,8.1,8.19,3.36,0.94,29.8,Oaxaca
82.7,2.58,1311,1267,6.62,6.02,7.35,4.11,1.32,9.7,Oaxaca
94.44,2.36,71,71,8.66,8.43,8.9,3.11,1.12,10.5,Oaxaca
84.4,3.22,173,173,7.82,7.35,8.41,3.03,0.94,24.4,Oaxaca
93.59,2.81,6,6,6.32,6.32,6.32,3.11,0.99,23.9,Oaxaca
93.72,2.89,760,757,6.03,5.71,6.37,3.91,1.26,17.4,Oaxaca
93.67,2.31,3377,3370,7.8,7.47,8.16,3.38,1.11,37.7,Oaxaca
93.09,3.23,6913,6634,6.62,6.06,7.24,5.18,1.58,39.3,Oaxaca
99.81,2.6,1606,1577,6.27,5.93,6.64,3.25,1.19,21.6,Oaxaca
104.04,3.07,1597,1534,6.74,6.43,7.03,4.02,1.29,30.6,Oaxaca
94.36,3.11,47,47,6.24,6.29,6.17,3.45,1.03,42.0,Oaxaca
94.48,2.55,37,36,8.06,7.78,8.34,3.45,1.35,24.5,Oaxaca
94.89,2.57,267,264,8.56,8.54,8.59,3.77,1.12,30.1,Oaxaca
96.3,2.6,781,766,6.9,6.44,7.42,3.02,0.83,19.9,Oaxaca
83.02,2.58,1921,1855,4.62,4.46,4.85,4.33,1.24,30.7,Oaxaca
81.55,3.61,3220,3132,5.01,4.85,5.22,3.54,1.21,21.9,Oaxaca
94.45,2.79,2465,2374,5.27,5.05,5.51,3.83,1.2,27.5,Oaxaca
93.1,3.71,729,701,5.27,4.85,5.8,3.06,0.93,9.0,Oaxaca
90.09,2.68,6905,6710,6.83,6.32,7.41,3.88,1.19,58.4,Oaxaca
100.98,2.71,657,657,5.66,5.53,5.8,3.78,1.34,20.3,Oaxaca
95.23,2.73,7765,7596,6.53,6.3,6.78,3.93,1.38,49.1,Oaxaca
95.19,3.18,309,309,6.21,5.73,6.74,2.7,1.07,36.5,Oaxaca
97.56,2.58,6824,6597,5.96,5.39,6.55,4.13,1.42,34.8,Oaxaca
81.16,2.38,155,155,7.14,6.93,7.39,3.01,0.9,34.4,Oaxaca
84.68,2.65,110,109,8.35,8.56,8.08,2.97,0.86,0.0,Oaxaca
88.63,3.62,226,226,7.37,6.97,7.82,3.1,1.01,12.1,Oaxaca
91.76,2.81,1269,1255,8.1,7.43,8.87,4.44,1.26,30.1,Oaxaca
90.25,3.21,4849,4729,7.37,6.97,7.82,3.6,1.22,7.9,Oaxaca
90.98,2.96,3359,3276,6.46,6.45,6.48,3.84,1.23,50.3,Oaxaca
93.04,3.03,445,444,6.52,6.34,6.72,4.9,1.72,35.8,Oaxaca
97.96,3.16,13,13,5.95,5.98,5.92,3.19,1.16,45.1,Oaxaca
97.23,2.87,64,62,7.77,7.94,7.58,3.47,1.1,7.0,Oaxaca
86.23,1.7,524,520,11.3,11.06,11.61,3.47,0.85,48.8,Oaxaca
78.38,3.13,1765,1707,3.97,3.52,4.65,3.45,1.44,25.5,Oaxaca
95.97,3.02,6778,6609,5.7,5.4,6.03,4.6,1.8,25.3,Oaxaca
85.27,3.92,782,772,5.07,4.49,5.8,2.97,1.07,39.9,Oaxaca
83.06,2.58,2602,2583,5.68,5.11,6.42,3.83,1.27,28.5,Oaxaca
98.88,2.84,383,383,7.89,7.49,8.29,3.06,1.26,36.9,Oaxaca
100.56,2.5,2631,2563,6.53,6.17,6.89,3.98,1.23,22.4,Oaxaca
93.99,3.28,12,12,6.37,6.39,6.34,3.8,1.43,27.9,Oaxaca
92.72,2.77,421,420,6.47,6.11,6.88,3.37,1.12,11.3,Oaxaca
95.1,2.77,2607,2536,6.44,6.19,6.69,3.71,1.13,17.1,Oaxaca
90.55,2.91,2240,2183,5.83,5.64,6.05,3.73,1.18,47.2,Oaxaca
87.52,3.29,873,856,7.34,7.05,7.67,3.35,0.91,25.8,Oaxaca
92.71,2.49,36,35,8.3,8.24,8.37,3.57,1.04,21.4,Oaxaca
87.5,3.6,11,11,6.42,6.28,6.57,2.68,0.82,4.9,Oaxaca
83.33,3.22,24,24,6.59,6.17,7.13,2.83,0.82,39.1,Oaxaca
90.01,3.02,1053,1044,5.84,6.01,5.65,3.96,1.25,14.0,Oaxaca
89.38,2.71,4556,4460,5.04,4.85,5.27,4.4,1.69,48.9,Oaxaca
92.02,2.68,4001,3963,7.57,7.52,7.63,3.46,1.25,40.6,Oaxaca
93.57,3.12,8244,8035,5.32,5.2,5.46,4.15,1.18,71.6,Oaxaca
90.77,2.67,17228,16740,6.85,6.55,7.2,4.51,1.37,34.9,Oaxaca
94.51,2.6,2016,2011,6.29,5.88,6.74,3.06,1.16,23.5,Oaxaca
89.04,2.18,379,367,7.45,7.33,7.58,3.22,0.88,13.2,Oaxaca
94.05,2.44,299,298,8.7,8.42,9.02,3.01,1.04,16.6,Oaxaca
85.49,2.58,966,962,6.96,6.78,7.19,3.44,1.01,2.6,Oaxaca
99.54,3.16,70,68,7.52,7.46,7.59,3.26,1.27,51.0,Oaxaca
86.32,2.43,6981,6817,6.58,6.17,7.08,4.01,1.15,10.7,Oaxaca
99.53,2.91,3,3,7.3,7.22,7.4,2.94,1.16,14.5,Oaxaca
96.59,3.35,64,63,5.29,5.67,4.9,3.72,0.99,12.1,Oaxaca
85.07,3.42,25,25,6.07,5.97,6.19,2.76,0.86,23.6,Oaxaca
93.33,3.28,3,3,5.88,5.79,5.97,2.56,0.85,25.0,Oaxaca
95.89,2.83,58,58,7.17,6.93,7.43,3.06,0.96,68.8,Oaxaca
91.09,2.85,1104,1077,7.61,7.31,7.97,3.32,1.2,30.6,Oaxaca
92.11,3.28,1457,1421,7.23,6.79,7.72,3.24,1.1,40.1,Oaxaca
95.07,2.48,9174,9076,8.32,8.25,8.4,3.58,1.36,19.6,Oaxaca
92.95,2.07,122,122,8.74,8.73,8.75,3.8,1.15,29.6,Oaxaca
89.22,3.24,231,231,6.62,6.66,6.57,3.96,1.14,53.4,Oaxaca
101.93,3.82,44,42,5.54,5.52,5.55,3.89,1.34,22.4,Oaxaca
97.19,2.89,19,19,8.32,8.15,8.5,3.34,1.21,19.0,Oaxaca
66.67,2.87,1,1,6.35,6.24,6.5,3.17,0.87,0.0,Oaxaca
93.95,2.97,1041,1011,6.58,6.54,6.62,3.64,1.32,25.2,Oaxaca
89.55,3.09,2383,2343,5.12,5.08,5.16,3.9,1.31,30.1,Oaxaca
96.41,2.81,1145,1133,7.97,7.72,8.23,5.27,1.43,46.8,Oaxaca
85.5,3.67,1285,1280,6.24,5.72,6.91,2.98,0.98,25.1,Oaxaca
90.56,2.36,13,13,8.31,8.14,8.49,3.11,0.97,26.4,Oaxaca
85.62,3.03,4336,4232,6.29,5.88,6.81,4.78,1.43,21.0,Oaxaca
103.15,3.04,1272,1251,5.39,5.26,5.52,3.74,1.46,41.5,Oaxaca
91.79,2.35,191,189,8.65,8.63,8.68,3.43,0.94,12.3,Oaxaca
81.91,2.55,2568,2502,3.99,3.57,4.58,4.44,1.54,32.4,Oaxaca
99.5,2.82,1792,1776,6.46,6.41,6.5,3.62,1.19,44.8,Oaxaca
85.16,2.18,73,73,9.31,9.31,9.32,3.56,0.94,19.9,Oaxaca
88.56,3.28,1788,1778,6.71,6.35,7.13,3.28,1.11,20.0,Oaxaca
97.62,3.57,125,125,5.58,5.42,5.75,3.05,0.8,25.4,Oaxaca
94.98,3.15,3394,3308,5.19,4.91,5.49,3.55,1.14,51.3,Oaxaca
94.06,2.66,231,230,6.82,6.97,6.63,3.43,0.81,16.1,Oaxaca
90.94,4.03,101,101,4.69,4.54,4.85,2.8,0.97,16.7,Oaxaca
89.55,2.75,550,550,6.51,6.24,6.81,3.44,0.85,31.2,Oaxaca
100.57,3.34,55,55,6.13,6.34,5.93,3.37,1.11,13.4,Oaxaca
96.12,2.54,136,136,8.55,8.26,8.84,2.96,0.99,48.6,Oaxaca
96.14,2.46,291,290,8.02,7.69,8.37,3.07,0.94,16.8,Oaxaca
83.13,3.05,140,140,7.73,7.32,8.26,3.35,1.28,59.7,Oaxaca
95.14,3.63,1524,1520,7.06,6.74,7.4,3.58,1.14,8.9,Oaxaca
91.15,3.41,364,362,5.55,5.29,5.83,4.12,1.3,38.1,Oaxaca
99.49,2.74,2552,2546,6.86,6.59,7.14,3.48,1.17,39.1,Oaxaca
91.65,2.57,789,766,5.75,5.6,5.92,3.8,1.4,34.6,Oaxaca
94.02,2.19,5292,5270,9.17,8.9,9.45,3.47,1.15,53.4,Oaxaca
95.98,2.81,69,65,6.44,6.64,6.22,3.98,1.27,34.0,Oaxaca
86.48,2.77,4293,4134,5.31,4.92,5.78,4.0,1.31,10.9,Oaxaca
85.25,2.59,0,0,7.4,7.24,7.6,2.69,0.85,12.9,Oaxaca
95.16,2.1,513,512,8.31,8.26,8.37,3.7,1.05,41.1,Oaxaca
87.97,2.89,22,22,7.17,6.55,7.94,3.16,1.09,12.9,Oaxaca
93.23,2.84,1345,1338,6.47,6.49,6.46,3.75,1.0,19.8,Oaxaca
85.1,3.38,848,822,6.1,5.87,6.38,3.44,1.37,24.8,Oaxaca
86.84,2.28,37,37,8.78,8.83,8.72,3.05,0.89,22.7,Oaxaca
109.62,2.65,0,0,6.35,6.19,6.5,3.85,1.19,32.8,Oaxaca
97.11,2.66,194,192,7.43,7.35,7.52,3.27,1.13,14.7,Oaxaca
92.49,2.96,7578,7304,5.69,5.34,6.09,4.56,1.46,30.0,Oaxaca
89.98,2.41,440,440,7.63,7.44,7.85,4.06,1.33,22.0,Oaxaca
93.62,2.41,1111,1108,8.42,8.64,8.19,3.85,1.16,34.7,Oaxaca
84.07,3.08,3358,3223,6.43,5.88,7.14,3.84,1.23,44.0,Oaxaca
92.24,2.35,337,325,7.24,7.07,7.43,3.65,1.16,27.4,Oaxaca
89.83,2.5,6726,6570,6.73,6.51,6.98,3.71,1.25,25.4,Oaxaca
95.75,3.08,1849,1827,5.79,5.59,6.02,4.06,1.54,20.6,Oaxaca
84.49,3.18,569,559,4.68,4.47,4.94,3.15,0.94,4.3,Oaxaca
98.38,2.88,1019,988,5.65,5.33,6.0,5.72,1.85,19.1,Oaxaca
92.65,3.21,916,912,6.52,6.22,6.86,3.49,0.99,14.6,Oaxaca
95.88,2.81,11,11,6.65,6.44,6.86,3.51,1.23,35.3,Oaxaca
94.07,2.03,189,187,9.68,9.46,9.91,3.8,1.1,12.6,Oaxaca
80.48,2.75,4938,4770,6.21,5.64,6.98,3.43,0.97,26.8,Oaxaca
91.87,2.23,1239,1233,7.27,6.99,7.56,3.02,0.89,21.9,Oaxaca
87.13,2.92,5,5,6.25,6.17,6.34,3.55,1.26,15.6,Oaxaca
95.05,2.79,3281,3194,6.32,6.32,6.32,3.92,1.74,18.6,Oaxaca
93.62,3.16,684,675,6.83,6.75,6.93,3.49,0.99,14.4,Oaxaca
90.08,2.23,1460,1455,9.49,9.35,9.66,3.72,1.13,19.7,Oaxaca
90.52,2.1,3750,3707,7.53,7.23,7.88,3.77,1.07,50.3,Oaxaca
83.39,3.13,23,22,7.48,7.42,7.54,3.08,0.94,16.8,Oaxaca
87.74,3.0,35,34,6.92,6.93,6.9,3.26,1.04,23.6,Oaxaca
90.65,1.89,5654,5605,9.19,9.06,9.35,3.52,1.02,15.9,Oaxaca
93.4,3.55,28,28,6.95,7.08,6.8,2.97,0.89,29.9,Oaxaca
91.69,1.91,921,920,9.69,9.4,10.03,3.87,1.06,22.5,Oaxaca
92.75,2.9,3901,3822,5.96,6.0,5.92,3.86,1.11,46.5,Oaxaca
